id;certamen;origen;fecha;anio;cerveceria;cerveza_ganadora;estilo;premio;medalla_base;tipo_premio;subcategoria;ciudad;pais
5185;Copa Patagónica de Cervezas - Argentina;Internacional;2025-11;2025;Cervejaria Alpendorf;Alpendorf Irish Red Ale;Irish Red Ale;Oro;Oro;Beer;Style; - ;Brasil
5186;Copa Patagónica de Cervezas - Argentina;Internacional;2025-11;2025;Cervejaria Buzios (Colab. Con Fabrica Tio Ruy);Búzios Forno;Irish Red Ale;Bronce;Bronce;Beer;Style; - ;Brasil
5187;Copa Patagónica de Cervezas - Argentina;Internacional;2025-11;2025;Cervejaria Noi;Noi Rossa;Irish Red Ale;Plata;Plata;Beer;Style; - ;Brasil
5188;Copa Patagónica de Cervezas - Argentina;Internacional;2025-10;2025;Lifer;Irish Red Ale;Irish Red Ale;Bronce;Bronce;Beer;Style;Chimbarongo;Chile
5189;Copa Tayrona - Colombia;Internacional;2025-07;2025;Brujas;Corazon De Brujas;Irish Red Ale;Oro;Oro;Beer;Style;Necochea;Argentina
5190;Copa Tayrona - Colombia;Internacional;2025-07;2025;Síbaros;Loica;Irish Red Ale;Bronce;Bronce;Beer;Style;Valparaiso;Chile
5191;Copa Tayrona - Colombia;Internacional;2025-07;2025;Síbaros;Loica;Irish Red Ale;Bronce;Bronce;Beer;Style;Valparaiso;Chile
5192;Mitad del Mundo - Ecuador;Internacional;2025-07;2025;Brujas;CORAZON DE BRUJAS;Irish Red Ale;Oro;Oro;Beer;Style;Necochea;Argentina
5193;Mitad del Mundo - Ecuador;Internacional;2025-07;2025;Tropel;Galante Irish Red Ale;Irish Red Ale;Bronce;Bronce;Beer;Style;Lujan;Argentina
5194;World Beer Awards - Reino Unido;Internacional;2025-08;2025;Tubinger;Irish Red Ale;Irish Red Ale;World’s Best;Oro;Beer;Global;Pirque;Chile
5195;Brussels Beer Challenge;Bélgica;2021-10;2021;Alaskan Brewing Company;Alaskan Amber Ale;Irish Red Ale;Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
5196;Brussels Beer Challenge;Bélgica;2019-10;2019;Brotas Beer Industria de Bebidas LTDA;Brotas Beer Red Ale;Irish Red Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Brasil
5197;Brussels Beer Challenge;Bélgica;2022-10;2022;Brotas Beer Industria de Bebidas LTDA;Brotas Beer Red Ale;Irish Red Ale;Silver Medal;Plata;Beer;BeerStyle;;Brasil
5198;Brussels Beer Challenge;Bélgica;2023-10;2023;Brotas Beer Industria de Bebidas LTDA;Brotas Beer Red Ale;Irish Red Ale;Silver Medal;Plata;Beer;BeerStyle;;Brasil
5199;Brussels Beer Challenge;Bélgica;2024-10;2024;Brotas Beer Industria de Bebidas LTDA;Brotas Beer Red Ale;Irish Red Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Brasil
5200;Brussels Beer Challenge;Bélgica;2020-10;2020;Brú Brewery;Brú Red Ale;Irish Red Ale;Silver Medal;Plata;Beer;BeerStyle;;Irlanda
5201;Brussels Beer Challenge;Bélgica;2018-10;2018;Quarter Celtic Brewpub;Crimson Lass;Irish Red Ale;Silver Medal;Plata;Beer;BeerStyle;;EEUU
5202;Brussels Beer Challenge;Bélgica;2018-10;2018;Cervejaria Fathach;Fathach Irish Red Ale;Irish Red Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Brasil
5203;Brussels Beer Challenge;Bélgica;2022-10;2022;La Sagra Brew S.L.;La Sagra Criolla;Irish Red Ale;Bronze Medal;Bronce;Beer;BeerStyle;;España
5204;Brussels Beer Challenge;Bélgica;2019-10;2019;Birrificio Otus Srl;Red & Go;Irish Red Ale;Silver Medal;Plata;Beer;BeerStyle;;Italia
5205;Brussels Beer Challenge;Bélgica;2022-10;2022;Stannis Cervejaria;Red Sönja;Irish Red Ale;Gold Medal;Oro;Beer;BeerStyle;;Brasil
5206;Brussels Beer Challenge;Bélgica;2024-10;2024;Cerveja Stannis;Red Sönja;Irish Red Ale;Gold Medal;Oro;Beer;BeerStyle;;Brasil
5207;Brussels Beer Challenge;Bélgica;2025-10;2025;Cerveja Stannis;Red Sönja;Irish Red Ale;Oro Medal;Oro;Beer;BeerStyle;;Brasil
5208;Brussels Beer Challenge;Bélgica;2021-10;2021;Killarney Brewing Company;Rutting Red;Irish Red Ale;Gold Medal;Oro;Beer;BeerStyle;;Irlanda
5209;Brussels Beer Challenge;Bélgica;2024-10;2024;IBEER;Tea Time;Irish Red Ale;Silver Medal;Plata;Beer;BeerStyle;;Italia
5210;Brussels Beer Challenge;Bélgica;2021-10;2021;Torch Brewery;Torch Brewery Red Ale;Irish Red Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Turquia
5211;Brussels Beer Challenge;Bélgica;2025-10;2025;Wuff Bier LTDA;Wuff Red Ale;Irish Red Ale;Plata Medal;Plata;Beer;BeerStyle;;Brasil
5212;Copa Guarani De Cervezas - Paraguay;Internacional;2025-08;2025;Aurelia;Aurelia Stout;Irish Stout;Oro;Oro;Beer;Style;Asuncion;Paraguay
5213;Copa Guarani De Cervezas - Paraguay;Internacional;2025-08;2025;Bordelago;Carpintero Negro;Irish Stout;Bronce;Bronce;Beer;Style;Puerto Varas;Chile
5214;Copa Guarani De Cervezas - Paraguay;Internacional;2025-08;2025;Lúpulos Craft Beer;Irish Stout;Irish Stout;Plata;Plata;Beer;Style;San Pedro Sula;Honduras
5215;Copa Guarani De Cervezas - Paraguay;Internacional;2025-08;2025;Wiser Br. Co.;Irish Stout;Irish Stout;Bronce;Bronce;Beer;Style;Medellin;Colombia
5216;Copa Patagónica de Cervezas - Argentina;Internacional;2025-10;2025;Experimento 163A;Irish Stout;Irish Stout;Bronce;Bronce;Beer;Style;Punta Arenas;Chile
5217;Mitad del Mundo - Ecuador;Internacional;2025-07;2025;Lúpulos Craft Beer;Irish Stout;Irish Stout;Bronce;Bronce;Beer;Style;San Pedro Sula;Honduras
5218;Mitad del Mundo - Ecuador;Internacional;2025-07;2025;Riobamba Br. Co.;Balbanera;Irish Stout;Plata;Plata;Beer;Style;RIOBAMBA;Ecuador
5219;BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Barbot Brewpub;BARBOT QUINTÓN RUBÍ GRAPE ALE;Italian Grape Ale;Bronce;Bronce;Beer;Style; - ;Uruguay
5220;BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Campos Do Jordao (Colab. Con Vinicula Santa Maria);WINEBEER - WINEBEER;Italian Grape Ale;Oro;Oro;Beer;Style; - ;Brasil
5221;BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Leopoldina;Leopoldina - Leopoldina Italian Grape Ale Moscato;Italian Grape Ale;Plata;Plata;Beer;Style; - ;Brasil
5222;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Cervejaria Almirante;Porto Rubi;Italian Grape Ale;Plata;Plata;Beer;Style; - ;Brasil
5223;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Cervejaria Campos Do Jordao;Winebeer;Italian Grape Ale;Bronce;Bronce;Beer;Style; - ;Brasil
5224;Copa Capital Cervecera - Chile;Nacional;2025-07;2025;El Growler;Pilsen;Italian Pilsner;Plata;Plata;Beer;Style;Valdivia;Chile
5225;Copa Conquistadores - Chile;Nacional;2025-08;2025;Kairos;Kairos Pils;Italian Pilsner;Oro;Oro;Beer;Style;Santiago;Chile
5226;BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Birra Tambone (Colab. Con Pelta Br.);Mbare Pils;Italian Pilsner;Bronce;Bronce;Beer;Style; - ;Bulgaria
5227;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Casa Do Malte;Dom Cervejeiro Pils;Italian Pilsner;Oro;Oro;Beer;Style; - ;Brasil
5228;Copa Latinoamericana de Cervezas Artesanales - Peru;Internacional;2025-10;2025;Kross;Kross Pils;Italian Pilsner;Plata;Plata;Beer;Style;Santiago;Chile
5229;Copa Patagónica de Cervezas - Argentina;Internacional;2025-11;2025;Indigo Ltda.;BELLE TRIP;Italian Pilsner;Bronce;Bronce;Beer;Style; - ;Brasil
5230;Brussels Beer Challenge;Bélgica;2025-10;2025;Birrificio Bandiga;Italian Pils;Italian Pilsner;Plata Medal;Plata;Beer;BeerStyle;;Italia
5231;Brussels Beer Challenge;Bélgica;2025-10;2025;Firestone Walker Brewing Co.;Pivo;Italian Pilsner;Oro Medal;Oro;Beer;BeerStyle;;EEUU
5232;Brussels Beer Challenge;Bélgica;2025-10;2025;Birrificio Legnone;Testa di malto;Italian Pilsner;Bronce Medal;Bronce;Beer;BeerStyle;;Italia
5233;CCA Copa Cervezas America - Chile;Nacional;2024-10;2024;Cerveza Szot;Daddy Danky;Double Hazy Ipa;Best Beer - Chile;Oro;Beer;Pais; - ;Chile
5234;CCA Copa Cervezas America - Chile;Nacional;2025-10;2025;Murkey Mosice;Cerveza Cardera;Hazy Pale Ale;Oro;Oro;Beer;Style; - ;México
5235;CCA Copa Cervezas America - Chile;Nacional;2025-10;2025;Bitachera;Buqui Bichi Brewing;Hazy Ipa;Oro;Oro;Beer;Style; - ;México
5236;BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Gosemanufaktur;Kellergold;Kellerbier;Oro;Oro;Beer;Style; - ;Alemania
5237;CCA Copa Cervezas America - Chile;Nacional;2019-10;2019;Embotelladora Metropolitana;Antillanca - Sin Filtrar;Kellerbier;Oro;Oro;Beer;Style; - ;Chile
5238;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Opa Bier;Keller Bier;Kellerbier;Plata;Plata;Beer;Style; - ;Brasil
5239;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Opa Bier;Keller Pilsener;Kellerbier;Bronce;Bronce;Beer;Style; - ;Brasil
5240;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Stannis Cervejaria;Kiss my Tank-Pilsen;Kellerbier;Oro;Oro;Beer;Style; - ;Brasil
5241;Mitad del Mundo - Ecuador;Internacional;2025-07;2025;Keller Lager;Keller Lager Premium;Kellerbier;Bronce;Bronce;Beer;Style;Quito;Ecuador
5242;Mitad del Mundo - Ecuador;Internacional;2025-07;2025;Mut;MUt lager;Kellerbier;Plata;Plata;Beer;Style;Quito;Ecuador
5243;CCA Copa Cervezas America - Chile;Nacional;2025-10;2025;Mamma Mia!;Cervecería Sinestesia Colaboración Café Q' Pedro Pablo;Kellerbier or Zwickelbier;Oro;Oro;Beer;Style; - ;México
5244;World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Pivovar Matuška;Broumy;Kellerbier or Zwickelbier;Oro;Oro;Beer;Style;Broumy;Czechia
5245;World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Benchtop Brewing Co.;Pilsners are Lagers;Kellerbier or Zwickelbier;Plata;Plata;Beer;Style;Norfolk;EEUU
5246;World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Karbach Brewing;Karbach Kellerbier;Kellerbier or Zwickelbier;Bronce;Bronce;Beer;Style;Houston;EEUU
5247;World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Brauerei-Gasthof Kundmüller;Weiherer Kräusen Hell;Kellerbier or Zwickelbier;Oro;Oro;Beer;Style;Viereth Trundstadt;Alemania
5248;World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Formula Brewing;Line in the Sand;Kellerbier or Zwickelbier;Plata;Plata;Beer;Style;Issaquah;EEUU
5249;World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Fischer’s Brauhaus Mössingen;Frischling;Kellerbier or Zwickelbier;Bronce;Bronce;Beer;Style;Mössingen;Alemania
5250;World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Lost and Grounded Brewers;Keller Pils;Kellerbier or Zwickelbier;Oro;Oro;Beer;Style;Bristol;Reino Unido
5251;World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Miyazaki Hideji Beer Co.;Taiyo no Lager;Kellerbier or Zwickelbier;Plata;Plata;Beer;Style;Nobeoka;Japón
5252;World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Eder & Heylands Brauerei;Schlappeseppel Kellerbier;Kellerbier or Zwickelbier;Bronce;Bronce;Beer;Style;Großostheim;Alemania
5253;World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Heater Allen Brewery;Pils;Kellerbier or Zwickelbier;Oro;Oro;Beer;Style;McMinnville;EEUU
5254;World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Stone & Wood Brewing Co.;Green Coast Lager;Kellerbier or Zwickelbier;Plata;Plata;Beer;Style;Byron Bay;Australia
5255;World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Attitude Brewing Co.;Pils Bitte;Kellerbier or Zwickelbier;Bronce;Bronce;Beer;Style;San Diego;EEUU
5256;World Beer Cup (WBC) - EEUU;Internacional;2018-04;2018;Firestone Walker Brewing Co.;STiVO;Kellerbier or Zwickelbier;Oro;Oro;Beer;Style;Paso Robles;EEUU
5257;World Beer Cup (WBC) - EEUU;Internacional;2018-04;2018;Sterling Pig Brewery;Shoat;Kellerbier or Zwickelbier;Plata;Plata;Beer;Style;Media;EEUU
5258;World Beer Cup (WBC) - EEUU;Internacional;2018-04;2018;Summit Brewing Co.;Keller Pils;Kellerbier or Zwickelbier;Bronce;Bronce;Beer;Style;Saint Paul;EEUU
5259;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Brauerei Jos. Baumgartner;Baumgartner Junghopfenpils;Kellerbier or Zwickelbier;Oro;Oro;Beer;Style;Schaerding;EEUU
5260;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Familienbrauerei Bauhoefer;Ulmer Hexensud;Kellerbier or Zwickelbier;Plata;Plata;Beer;Style;Renchen;Alemania
5261;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Marble Brewery;Pilsner;Kellerbier or Zwickelbier;Bronce;Bronce;Beer;Style;Albuquerque;EEUU
5262;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Marble Brewery;Pilsner;Kellerbier or Zwickelbier;Oro;Oro;Beer;Style;Albuquerque;EEUU
5263;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Birrificio del Ducato;VIÆMILIA;Kellerbier or Zwickelbier;Plata;Plata;Beer;Style;Roncole Verdi;Italia
5264;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Brauerei-Gasthof;Wilderer Dunkel;Kellerbier or Zwickelbier;Bronce;Bronce;Beer;Style;Böbrach;Alemania
5265;World Beer Cup (WBC) - EEUU;Internacional;2012-04;2012;Familienbrauerei M. Ketterer;Ketterer Zwickel Pils;Kellerbier/Zwickelbier;Oro;Oro;Beer;Style;Hornberg;Alemania
5266;World Beer Cup (WBC) - EEUU;Internacional;2012-04;2012;Birrificio del Ducato;VIÆMILIA;Kellerbier/Zwickelbier;Plata;Plata;Beer;Style;Roncole Verdi;Italia
5267;World Beer Cup (WBC) - EEUU;Internacional;2012-04;2012;Grand Teton Brewing Co.;5 O’Clock Shadow;Kellerbier/Zwickelbier;Bronce;Bronce;Beer;Style;Victor;EEUU
5268;CCA Copa Cervezas America - Chile;Chile;2018-10;2018;Volcanes Y Antillanca;Antillanca Lager Sin Filtrar;Kellerbier;Oro;Oro;Beer;Style; - ;Chile
5269;BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria;Kentucky Jack;Kentucky Common;Plata;Plata;Beer;Style; - ;Brasil
5270;BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;La Vizcaina (Colab. Con Tebana Laboratorio Cervecero);JIJA DEL MAIZ;Kentucky Common;Bronce;Bronce;Beer;Style; - ;México
5271;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Cervejaria 048;Sin info en la Copa;Kentucky Common;Bronce;Bronce;Beer;Style; - ;Brasil
5272;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Salva Craft Beer;Kentucky Common;Kentucky Common;Oro;Oro;Beer;Style; - ;Brasil
5273;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Stannis Cervejaria;Dancing Carmen;Kentucky Common;Plata;Plata;Beer;Style; - ;Brasil
5274;Copa Patagónica de Cervezas - Argentina;Internacional;2025-11;2025;Cervejaria Alpendorf;Alpendorf Kentucky Common;Kentucky Common;Bronce;Bronce;Beer;Style; - ;Brasil
5275;BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Harmobrew;Bravo Baguette Pilsner;Kölsch;Oro;Oro;Beer;Style; - ;China
5276;CCA Copa Cervezas America - Chile;Nacional;2019-10;2019;Bogota Brew. Co.;CANDELARIA CLASICA;Kölsch;Plata;Plata;Beer;Style; - ;Colombia
5277;CCA Copa Cervezas America - Chile;Nacional;2023-10;2023;Cervejaria Karsten;Cervejaria Karsten - Karsten Adambier do Nêne;Kölsch;Plata;Plata;Beer;Style; - ;Brasil
5278;CCA Copa Cervezas America - Chile;Nacional;2023-10;2023;Cerveza Szot;Märzeneke;Kölsch;Bronce;Bronce;Beer;Style; - ;Chile
5279;CCA Copa Cervezas America - Chile;Nacional;2023-10;2023;El Regreso;Arboretum;Kölsch;Oro;Oro;Beer;Style; - ;Chile
5280;CCA Copa Cervezas America - Chile;Nacional;2019-10;2019;Fuego Brew. Co.;Fuego Bunún Kölsch;Kölsch;Oro;Oro;Beer;Style;Costa Rica;Costa Rica
5281;CCA Copa Cervezas America - Chile;Nacional;2019-10;2019;Numu Brew;Liberiana;Kölsch;Bronce;Bronce;Beer;Style;Costa Rica;Costa Rica
5282;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Bierbaum;Bierbaum Kölsch 18;Kölsch;Plata;Plata;Beer;Style; - ;Brasil
5283;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Luthier;Desierto Summer Kölsch;Kölsch;Oro;Oro;Beer;Style;Los Angeles;Chile
5284;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Stannis Cervejaria;Hopefull Anne;Kölsch;Bronce;Bronce;Beer;Style; - ;Brasil
5285;Copa Capital Cervecera - Chile;Nacional;2025-07;2025;Bunemann;Rubia De Péndulo;Kölsch;Bronce;Bronce;Beer;Style;Valdivia;Chile
5286;Copa Interregional Río Maule - Chile;Nacional;2025-10;2025;Luthier;Desierto Summer Kölsch;Kölsch;Plata;Plata;Beer;Style;Los Angeles;Chile
5287;Copa Latinoamericana de Cervezas Artesanales - Peru;Internacional;2025-10;2025;Luthier;Desierto Summer Kölsch;Kölsch;Bronce;Bronce;Beer;Style;Los Angeles;Chile
5288;Copa Latinoamericana de Cervezas Artesanales - Peru;Internacional;2025-10;2025;Paramo Brauhaus;Páramo Kölsch;Kölsch;Plata;Plata;Beer;Style; - ;Ecuador
5289;Copa Tayrona - Colombia;Internacional;2025-07;2025;Zombiecat;Kölsch;Kölsch;Plata;Plata;Beer;Style;Villa Ballester;Argentina
5290;Brussels Beer Challenge;Bélgica;2018-10;2018;4 Pines Brewing Company;4 Pines Kolsch;Kölsch;Bronze Medal;Bronce;Beer;BeerStyle;;Australia
5291;Brussels Beer Challenge;Bélgica;2025-10;2025;MMA Philippe Srl;Belenos;Kölsch;Bronce Medal;Bronce;Beer;BeerStyle;;Bélgica
5292;Brussels Beer Challenge;Bélgica;2025-10;2025;Harmo Brew (Yantai) Co., Ltd.;Bravo Baguette Pilsner;Kölsch;Bronce Medal;Bronce;Beer;BeerStyle;;China
5293;Brussels Beer Challenge;Bélgica;2025-10;2025;Buckskin, King Car Group;Buckskin German-style ale;Kölsch;Oro Medal;Oro;Beer;BeerStyle;;Taiwan
5294;Brussels Beer Challenge;Bélgica;2019-10;2019;Buckskin, King Car Group;Buckskin Kölsch;Kölsch;Gold Medal;Oro;Beer;BeerStyle;;Taiwan
5295;Brussels Beer Challenge;Bélgica;2021-10;2021;King Car Food Industrial;Buckskin Kölsch;Kölsch;Gold Medal;Oro;Beer;BeerStyle;;Taiwan
5296;Brussels Beer Challenge;Bélgica;2022-10;2022;Buckskin, King Car Group;Buckskin Kölsch;Kölsch;Silver Medal;Plata;Beer;BeerStyle;;Taiwan
5297;Brussels Beer Challenge;Bélgica;2024-10;2024;Buckskin, King Car Group;Buckskin Kölsch;Kölsch;Gold Medal;Oro;Beer;BeerStyle;;Taiwan
5298;Brussels Beer Challenge;Bélgica;2021-10;2021;Birrificio La Villana - Centoundici srl;Cinque;Kölsch;Bronze Medal;Bronce;Beer;BeerStyle;;Italia
5299;Brussels Beer Challenge;Bélgica;2019-10;2019;4 Pines Brewing Company;Draught;Kölsch;Bronze Medal;Bronce;Beer;BeerStyle;;Australia
5300;Brussels Beer Challenge;Bélgica;2018-10;2018;Pelican Brewing Company;Kiwanda Cream Ale;Kölsch;Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
5301;Brussels Beer Challenge;Bélgica;2022-10;2022;Keller Holz Privatbrauerei;Kolsch;Kölsch;Gold Medal;Oro;Beer;BeerStyle;;Moldovia
5302;Brussels Beer Challenge;Bélgica;2024-10;2024;Torch Brewery;Kölsch Style Ale;Kölsch;Silver Medal;Plata;Beer;BeerStyle;;Turquia
5303;Brussels Beer Challenge;Bélgica;2020-10;2020;Microbrasserie Pit Caribou;La Blonde du Pêcheur;Kölsch;Gold Medal;Oro;Beer;BeerStyle;;Canadá
5304;Brussels Beer Challenge;Bélgica;2022-10;2022;Societe Brewing Company;Light Beer;Kölsch;Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
5305;Brussels Beer Challenge;Bélgica;2023-10;2023;Three Weavers Brewing Co;Seafarer;Kölsch;Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
5306;Brussels Beer Challenge;Bélgica;2021-10;2021;Torch Brewery;Torch Brewery Kölsch Style Ale;Kölsch;Silver Medal;Plata;Beer;BeerStyle;;Turquia
5307;Copa Guarani De Cervezas - Paraguay;Internacional;2025-08;2025;Tendel;Tendel Kristal Weizen;Kristalweizen;Bronce;Bronce;Beer;Style;Joaçaba;Brasil
5308;BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Beermad;BEERMAD KRISTAL;Kristalweizen;Plata;Plata;Beer;Style; - ;Brasil
5309;BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Patanegra;PATANEGRA KRISTAL WEIZEN;Kristalweizen;Bronce;Bronce;Beer;Style; - ;Brasil
5310;BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Struck Bier;CERVEJA STRUCK BIER WEISSBIER;Kristalweizen;Oro;Oro;Beer;Style; - ;Brasil
5311;BioBio Beer Cup - Chile;Nacional;2025-12;2025;Kahuin;0,180555556;Kristalweizen;Oro;Oro;Beer;Style;Santiago;Chile
5312;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Cervejaria Tendel;Tendel Kristal Weiss;Kristalweizen;Plata;Plata;Beer;Style; - ;Brasil
5313;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Grupo Petrópolis;Black Princess Doctor Weiss;Kristalweizen;Bronce;Bronce;Beer;Style; - ;Brasil
5314;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Opa Bier;Kristal Weizen;Kristalweizen;Oro;Oro;Beer;Style; - ;Brasil
5315;Copa Guarani De Cervezas - Paraguay;Internacional;2025-08;2025;Seo Carneiro;Kaaskop;Kuyt Beer;Bronce;Bronce;Beer;Style;Holambra;Brasil
5316;CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Krampus Elaboracion De Cervecera Ltda;Cerveza Schenke Brüder Valdivia;Eisbock;Bronce;Bronce;Beer;Style;Valdivia;Chile
5317;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Estrella Galicia;Estrella Galicia 0,0;Lager S/Alcohol;Plata;Plata;Beer;Style; - ;Brasil
5318;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Cervejaria Denker;Denker Ana Bierhaus- Lambic Classic;Lambic;Oro;Oro;Beer;Style; - ;Brasil
5319;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Cervejaria Turatti;Turatti Lambic;Lambic;Plata;Plata;Beer;Style; - ;Brasil
5320;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Stannis Cervejaria;Goddess Calíope;Lambic;Bronce;Bronce;Beer;Style; - ;Brasil
5321;Mitad del Mundo - Ecuador;Internacional;2025-07;2025;Los 3 Monjes;Chicha Power;Lambic;Oro;Oro;Beer;Style;Quito;Ecuador
5322;BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Salva;Leicthbier;Leichtbier;Plata;Plata;Beer;Style; - ;Brasil
5323;CCA Copa Cervezas America - Chile;Nacional;2024-10;2024;Cerveza Barfuss;Veranito de San Carlos;Leichtbier;Bronce;Bronce;Beer;Style; - ;Argentina
5324;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Lassberg;Lassberg Leichtbier;Leichtbier;Oro;Oro;Beer;Style; - ;Brasil
5325;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Salva Craft Beer;Leichtbier;Leichtbier;Bronce;Bronce;Beer;Style; - ;Brasil
5326;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Walfänger;Lager;Leichtbier;Plata;Plata;Beer;Style; - ;Brasil
5327;BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Furst;FURST CATALINA WEISS;Leichtes Weizen;Plata;Plata;Beer;Style; - ;Brasil
5328;BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Hofbauer;Weiss Bier;Leichtes Weizen;Oro;Oro;Beer;Style; - ;Brasil
5329;CCA Copa Cervezas America - Chile;Nacional;2024-10;2024;Cervejaria Bohemia;14 Weiss;Leichtes Weizen;Plata;Plata;Beer;Style; - ;Brasil
5330;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Cervejaria Bohemia;Sin info en la Copa;Leichtes Weizen;Plata;Plata;Beer;Style; - ;Brasil
5331;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Cervejaria Fürst;Furst Catalina Weiss;Leichtes Weizen;Bronce;Bronce;Beer;Style; - ;Brasil
5332;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Cervejaria Therezópolis;Therezópolis ELFENBEIN;Leichtes Weizen;Oro;Oro;Beer;Style; - ;Brasil
5333;Copa Guarani De Cervezas - Paraguay;Internacional;2025-08;2025;Walfänger;Walfänger Weizen;Leichtes Weizen;Oro;Oro;Beer;Style;Bonfim Paulista;Brasil
5334;World Beer Awards. Fase local - Chile;Nacional;2025-05;2025;Altamira;Low Carb Lager;Low Carb Lager;Bronce;Bronce;Beer;Style; - ;Chile
5335;Brussels Beer Challenge;Bélgica;2020-10;2020;La Collina;8 File;Light Bitter Blond/Golden Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Italia
5336;Brussels Beer Challenge;Bélgica;2021-10;2021;La Collina;8 File;Light Bitter Blond/Golden Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Italia
5337;Brussels Beer Challenge;Bélgica;2023-10;2023;Brouwerij L. Huyghe NV;Artevelde Leute;Light Bitter Blond/Golden Ale;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
5338;Brussels Beer Challenge;Bélgica;2023-10;2023;Bières de Chimay;Chimay Dorée;Light Bitter Blond/Golden Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
5339;Brussels Beer Challenge;Bélgica;2021-10;2021;Duvel Moortgat;Duvel 666;Light Bitter Blond/Golden Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
5340;Brussels Beer Challenge;Bélgica;2021-10;2021;Anadolu Efes Biracilik ve Malt San. A.S;Efes Summer Blue;Light Bitter Blond/Golden Ale;Gold Medal;Oro;Beer;BeerStyle;;Turquia
