id;certamen;origen;fecha;anio;cerveceria;cerveza_ganadora;estilo;premio;medalla_base;tipo_premio;subcategoria;ciudad;pais
6991;CCA Copa Cervezas America - Chile;Nacional;2019-10;2019;La Montaña;La Montaña Yuta;Smoked Beer;Best Beer - Bronce - Chile;Bronce;Beer;Pais; - ;Chile
6992;Mitad del Mundo - Ecuador;Internacional;2025-07;2025;Loop Br. Project;Smoked Porter;Smoked Beer;Oro;Oro;Beer;Style;Quito;Ecuador
6993;Brussels Beer Challenge;Bélgica;2024-10;2024;BierKraft;BierKraft Grodziskie;Smoked Beer;Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
6994;Brussels Beer Challenge;Bélgica;2019-10;2019;Buckskin, King Car Group;Buckskin Rauchbier;Smoked Beer;Silver Medal;Plata;Beer;BeerStyle;;Taiwan
6995;Brussels Beer Challenge;Bélgica;2020-10;2020;Buckskin, King Car Group;Buckskin Rauchbier;Smoked Beer;Silver Medal;Plata;Beer;BeerStyle;;Taiwan
6996;Brussels Beer Challenge;Bélgica;2021-10;2021;Brasserie Goudale;Circus Triple;Smoked Beer;Bronze Medal;Bronce;Beer;BeerStyle;;Francia
6997;Brussels Beer Challenge;Bélgica;2021-10;2021;Dama Bier;Dama Smoked Porter;Smoked Beer;Silver Medal;Plata;Beer;BeerStyle;;Brasil
6998;Brussels Beer Challenge;Bélgica;2020-10;2020;Brouwerij Duits & Lauret;Duits & Lauret Houtgerijpte Rook Dubbelbock;Smoked Beer;Bronze Medal;Bronce;Beer;BeerStyle;;Países Bajos
6999;Brussels Beer Challenge;Bélgica;2021-10;2021;Browar Rockmill Sp. Z O.O.;Friend or Foe;Smoked Beer;Silver Medal;Plata;Beer;BeerStyle;;Polonia
7000;Brussels Beer Challenge;Bélgica;2021-10;2021;Brouwerij Van Steenberge;Gulden Draak Smoked;Smoked Beer;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
7001;Brussels Beer Challenge;Bélgica;2025-10;2025;Kaiserdom Specialitäten Brauerei GmbH Bamberg;Kaiserdom Bavarian Smoked Beer;Smoked Beer;Oro Medal;Oro;Beer;BeerStyle;;Alemania
7002;Brussels Beer Challenge;Bélgica;2023-10;2023;The Wall SRL;Kamaleon;Smoked Beer;Bronze Medal;Bronce;Beer;BeerStyle;;Italia
7003;Brussels Beer Challenge;Bélgica;2023-10;2023;Klosterbräu Bamberg GmbH;Klosterbräu Bamberger Rauchbier;Smoked Beer;Gold Medal;Oro;Beer;BeerStyle;;Alemania
7004;Brussels Beer Challenge;Bélgica;2024-10;2024;Klosterbräu Bamberg GmbH;Klosterbräu Bamberger Rauchbier;Smoked Beer;Bronze Medal;Bronce;Beer;BeerStyle;;Alemania
7005;Brussels Beer Challenge;Bélgica;2024-10;2024;Probier Cervejaria Ltda.;Königs Defumada;Smoked Beer;Silver Medal;Plata;Beer;BeerStyle;;Brasil
7006;Brussels Beer Challenge;Bélgica;2018-10;2018;Probier Cervejaria Ltda.;Königs Rauchbier;Smoked Beer;Bronze Medal;;Beer;BeerStyle;;Brasil
7007;Brussels Beer Challenge;Bélgica;2021-10;2021;Cervejaria Leopoldina;Leopoldina Barley Wine;Smoked Beer;Gold Medal;Oro;Beer;BeerStyle;;Brasil
7008;Brussels Beer Challenge;Bélgica;2022-10;2022;Cervejaria Leopoldina;Leopoldina Barley Wine;Smoked Beer;Silver Medal;Plata;Beer;BeerStyle;;Brasil
7009;Brussels Beer Challenge;Bélgica;2024-10;2024;Claterna;Marzen Affumicata;Smoked Beer;Gold Medal;Oro;Beer;BeerStyle;;Italia
7010;Brussels Beer Challenge;Bélgica;2018-10;2018;Othmar Bier;Othmar Rauch;Smoked Beer;Bronze Medal;Bronce;Beer;BeerStyle;;Países Bajos
7011;Brussels Beer Challenge;Bélgica;2019-10;2019;Othmar Bier;Othmar Rauch;Smoked Beer;Gold Medal;Oro;Beer;BeerStyle;;Países Bajos
7012;Brussels Beer Challenge;Bélgica;2022-10;2022;"Restoracija ""Na Rynku"" Ltd";Pravda Brewery. Chornobaivka;Smoked Beer;Bronze Medal;Bronce;Beer;BeerStyle;;Ucrania
7013;Brussels Beer Challenge;Bélgica;2023-10;2023;"Restoracija ""Na Rynku"" Ltd";Pravda Brewery. Chornobaivka;Smoked Beer;Silver Medal;Plata;Beer;BeerStyle;;Ucrania
7014;Brussels Beer Challenge;Bélgica;2020-10;2020;Goose Island Brewhouse Seoul;Rauch Marzen;Smoked Beer;Bronze Medal;Bronce;Beer;BeerStyle;;Corea del Sur
7015;Brussels Beer Challenge;Bélgica;2021-10;2021;Goose Island Brewhouse Seoul;Rauch Märzen;Smoked Beer;Gold Medal;Oro;Beer;BeerStyle;;Corea del Sur
7016;Brussels Beer Challenge;Bélgica;2025-10;2025;Antikorpo Brewing - Birrificio Cittavecchia;Rauch'n'roll;Smoked Beer;Plata Medal;Plata;Beer;BeerStyle;;Italia
7017;Brussels Beer Challenge;Bélgica;2025-10;2025;Browar Sady sp. z o.o. sp. k.;Smoke that brew!;Smoked Beer;Bronce Medal;Bronce;Beer;BeerStyle;;Polonia
7018;Brussels Beer Challenge;Bélgica;2018-10;2018;Brouwerij de Vlier BV;Smokin Elder;Smoked Beer;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
7019;Brussels Beer Challenge;Bélgica;2023-10;2023;Templin Family Brewing;Templin Family Rauch Bier;Smoked Beer;Silver Medal;Plata;Beer;BeerStyle;;EEUU
7020;Brussels Beer Challenge;Bélgica;2019-10;2019;Evo Srl;The Wall Kamaleon Rauch;Smoked Beer;Bronze Medal;Bronce;Beer;BeerStyle;;Italia
7021;Brussels Beer Challenge;Bélgica;2020-10;2020;Browar Rockmill Sp. Z O.O.;Friend or Foe?;Smoked BeerBest Beer 2020;Best of show;Oro;Beer;BeerPais;;Poland
7022;Brussels Beer Challenge;Bélgica;2022-10;2022;Cerveja Blumenau;Blumenau CraftLab Grodziskie Dona Patroa;Smoked BeerBest Brazilian Beer 2022;Best Brazilian Beer;Oro;Beer;BeerPais;;Brasil
7023;Brussels Beer Challenge;Bélgica;2023-10;2023;Brasserie de la Pleine Lune;Ryeziskie;Smoked BeerBest French Beer 2023;Best French Beer;Oro;Beer;BeerPais;;Francia
7024;CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Cerveceria K'vas;PORTERGEIST;Smoked Porter;Plata;Plata;Beer;Style; - ;Chile
7025;CCA Copa Cervezas America - Chile;Nacional;2015-09;2015;Backer;Três Lobos Bravo;SMOKE-FLAVORED/WOOD-AGED BEER;Bronce;Bronce;Beer;Style; - ;Brasil
7026;CCA Copa Cervezas America - Chile;Nacional;2014-09;2014;Bierbaum Ltda.;Bierbaum Weizen Rauchbier;SMOKE-FLAVORED/WOOD-AGED BEER;Bronce;Bronce;Beer;Style; - ;Brasil
7027;CCA Copa Cervezas America - Chile;Nacional;2015-09;2015;Cervejaria Bierbaum;Bierbaum Weizen Rauchbier;SMOKE-FLAVORED/WOOD-AGED BEER;Bronce;Bronce;Beer;Style; - ;Brasil
7028;CCA Copa Cervezas America - Chile;Nacional;2014-09;2014;Omer Vander Ghinste;kriek max;SOUR ALE;Bronce;Bronce;Beer;Style; - ;Bélgica
7029;Copa Capital Cervecera - Chile;Nacional;2025-07;2025;Agua&Sol;La Maravilla Es De San Vi;Sour Fruit;Bronce;Bronce;Beer;Style;San Vicente de Tagua Tagua;Chile
7030;Copa Capital Cervecera - Chile;Nacional;2025-07;2025;Kunstmann;Kirsche Agria;Sour Fruit;Plata;Plata;Beer;Style;Valdivia;Chile
7031;Copa Capital Cervecera - Chile;Nacional;2025-07;2025;La Grulla;Grusour;Sour Fruit;Oro;Oro;Beer;Style;Valdivia;Chile
7032;Copa Capital Cervecera - Chile;Nacional;2025-07;2025;Viralata;Sour Labs 2;Sour Fruit;Oro;Oro;Beer;Style;Valdivia;Chile
7033;CCA Copa Cervezas America - Etapa Nac.- Chile;Nacional;2022-10;2022;Cerveza Laurus;"Sour Grape Ale - ""Uvita""";Sour Grape Ale;Oro;Oro;Beer;Style; - ;Argentina
7034;BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Consedbeer;Malbec!;Sour Italian Grape Ale;Plata;Plata;Beer;Style;Santiago;Chile
7035;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Opa Bier;Catharina Sour Morango e Maracujá sem álcool;Sour Sin Alcohol;Plata;Plata;Beer;Style; - ;Brasil
7036;CCA Copa Cervezas America - Chile;Nacional;2025-10;2025;Sabores Weiss;Sabores do Malte;South German  Hefeweizen;Bronce;Bronce;Beer;Style; - ;Brasil
7037;Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;La Blanca;La Blanca Original;South German Hefeweizen;Bronce;Bronce;Beer;Style;Guadalajara;México
7038;Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Perla Negra Cerveceria;Viento de Libertad;South German Hefeweizen;Oro;Oro;Beer;Style;San Pedro Sula;Honduras
7039;Copa Conquistadores - Chile;Nacional;2025-08;2025;Cumbres Del Ranco (Colab. Con Barbudo Growler Valdivia Chile);Antu;South German Hefeweizen;Plata;Plata;Beer;Style;Lago Ranco;Chile
7040;BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Big Jack Cervejaria;English Series 2;Special Bitter;Bronce;Bronce;Beer;Style; - ;Brasil
7041;BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Amarillo;Amarillo Best Bitter;Special Bitter;Oro;Oro;Beer;Style; - ;Brasil
7042;BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Nave;Space Queen;Special Bitter;Plata;Plata;Beer;Style; - ;Brasil
7043;CCA Copa Cervezas America - Chile;Nacional;2016-09;2016;Bulnes;cerveceria bulnes;Special Bitter;Bronce;Bronce;Beer;Style; - ;Chile
7044;CCA Copa Cervezas America - Chile;Nacional;2017-10;2017;Cerveceria Gracia;Alba;Special Bitter;Bronce;Bronce;Beer;Style; - ;Costa Rica
7045;CCA Copa Cervezas America - Chile;Nacional;2017-10;2017;Cerveceria Maddok;Cerveza Maddok Matarina 12.11 Pale Ale;Special Bitter;Bronce;Bronce;Beer;Style; - ;Perú
7046;CCA Copa Cervezas America - Chile;Nacional;2017-10;2017;Cervejaria Confrades;Confrades Strong Bitter;Special Bitter;Bronce;Bronce;Beer;Style; - ;Brasil
7047;CCA Copa Cervezas America - Chile;Nacional;2024-10;2024;Cervejaria Karsten;Charlão Na Área!;Special Bitter;Plata;Plata;Beer;Style; - ;Brasil
7048;CCA Copa Cervezas America - Chile;Nacional;2016-09;2016;Dama Bier;DAMA ESB;Special Bitter;Bronce;Bronce;Beer;Style; - ;Brasil
7049;CCA Copa Cervezas America - Chile;Nacional;2017-10;2017;La Rana Dorada;La Rana Dorada Pale Ale;Special Bitter;Plata;Plata;Beer;Style; - ;Panamá
7050;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Matriarca Cervejaria;Senhora Bitter;Special Bitter;Bronce;Bronce;Beer;Style; - ;Brasil
7051;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Salva Craft Beer;Bebezinho;Special Bitter;Oro;Oro;Beer;Style; - ;Brasil
7052;Copa Capital Cervecera - Chile;Nacional;2025-07;2025;Bundor;Freyja;Special Bitter;Plata;Plata;Beer;Style;Valdivia;Chile
7053;BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Green Head;DIABEDO - Belgian Pale Ale;Speciale Belge;Plata;Plata;Beer;Style; - ;Brasil
7054;BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Tendel;Tendel Belgian Pale Ale;Speciale Belge;Oro;Oro;Beer;Style; - ;Brasil
7055;CCA Copa Cervezas America - Chile;Nacional;2024-10;2024;Green Head;DIABEDO - Belgian Pale Ale;Speciale Belge;Bronce;Bronce;Beer;Style; - ;Brasil
7056;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Cervejaria Tendel;Tendel Belgian Pale Ale;Speciale Belge;Plata;Plata;Beer;Style; - ;Brasil
7057;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Mills Brew.;Bruges;Speciale Belge;Oro;Oro;Beer;Style; - ;Brasil
7058;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Naipe Brew;Belgian Pale Ale;Speciale Belge;Bronce;Bronce;Beer;Style; - ;Brasil
7059;Copa Latinoamericana de Cervezas Artesanales - Peru;Nacional;2025-12;2025;Cervejaria Santista;Igreja do Valongo;Speciale Belge;Plata;Plata;Beer;Style;Santos;Brasil
7060;Copa Patagónica de Cervezas - Argentina;Internacional;2025-11;2025;Cervejaria Noi;Noi Avena;Speciale Belge;Plata;Plata;Beer;Style; - ;Brasil
7061;Brussels Beer Challenge;Bélgica;2025-10;2025;Societa' Agricola Pagus S.s.;Belgian Ale;Spéciale Belge;Oro Medal;Oro;Beer;BeerStyle;;Italia
7062;Brussels Beer Challenge;Bélgica;2024-10;2024;Brouwerij & Distilleerderij Wilderen;Betty Ford;Spéciale Belge;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
7063;Brussels Beer Challenge;Bélgica;2024-10;2024;Duvel Moortgat NV;Bolleke De Koninck;Spéciale Belge;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
7064;Brussels Beer Challenge;Bélgica;2024-10;2024;HNK BR Indústria de Bebidas Ltda;Eisenbahn Pale Ale;Spéciale Belge;Bronze Medal;Bronce;Beer;BeerStyle;;Brasil
7065;Brussels Beer Challenge;Bélgica;2025-10;2025;Brouwerijen Palm, De Hoorn & Rodenbach;Palm Classic;Spéciale Belge;Bronce Medal;Bronce;Beer;BeerStyle;;Bélgica
7066;Brussels Beer Challenge;Bélgica;2025-10;2025;Cervejaria Tendel;Tendel Belgian;Spéciale Belge;Plata Medal;Plata;Beer;BeerStyle;;Brasil
7067;Brussels Beer Challenge;Bélgica;2020-10;2020;Uiltje Brewing Company BV;Apfelstrudel Doppelbock;Speciality beer (Higher than 7 ABV);Gold Medal;Oro;Beer;BeerStyle;;Países Bajos
7068;Brussels Beer Challenge;Bélgica;2021-10;2021;Uiltje Brewing Company BV;Apfelstrudel Doppelbock;Speciality beer (Higher than 7 ABV);Silver Medal;Plata;Beer;BeerStyle;;Países Bajos
7069;Brussels Beer Challenge;Bélgica;2020-10;2020;Beer Van Brugge;Beer Van Brugge Single Malt Whiskey Infused;Speciality beer (Higher than 7 ABV);Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
7070;Brussels Beer Challenge;Bélgica;2019-10;2019;Cervejaria Bodebrown Ltda;Bodebrown - Cave Colinas de Pedras Black Brut Metodo Originale;Speciality beer (Higher than 7 ABV);Bronze Medal;;Beer;BeerStyle;;Brasil
7071;Brussels Beer Challenge;Bélgica;2023-10;2023;SUPERMALT (Beijing) Trade Co., Ltd.;Chococonut - Imperial Dessert Stout;Speciality beer (Higher than 7 ABV);Bronze Medal;Bronce;Beer;BeerStyle;;China
7072;Brussels Beer Challenge;Bélgica;2020-10;2020;Dama Bier;Dama Oatmeal Golden Coffee Ale;Speciality beer (Higher than 7 ABV);Bronze Medal;Bronce;Beer;BeerStyle;;Brasil
7073;Brussels Beer Challenge;Bélgica;2019-10;2019;Chengdu Fengshou Craft Beer Company, Ltd;Dandao;Speciality beer (Higher than 7 ABV);Silver Medal;Plata;Beer;BeerStyle;;China
7074;Brussels Beer Challenge;Bélgica;2023-10;2023;Chengdu Fengshou Craft Beer Company, Ltd;Daobrew Dandao Vanilla imperial Sour Stout;Speciality beer (Higher than 7 ABV);Gold Medal;Oro;Beer;BeerStyle;;China
7075;Brussels Beer Challenge;Bélgica;2025-10;2025;Brouwerij De Poes BVBA;De Poes - Steinbier;Speciality beer (Higher than 7 ABV);Bronce Medal;Bronce;Beer;BeerStyle;;Bélgica
7076;Brussels Beer Challenge;Bélgica;2024-10;2024;Uiltje Brewing Company BV;Dr. Raptor;Speciality beer (Higher than 7 ABV);Bronze Medal;Bronce;Beer;BeerStyle;;Países Bajos
7077;Brussels Beer Challenge;Bélgica;2019-10;2019;PFriem Family Brewers;Druif Blanc;Speciality beer (Higher than 7 ABV);Gold Medal;Oro;Beer;BeerStyle;;EEUU
7078;Brussels Beer Challenge;Bélgica;2019-10;2019;Brasserie Goudale;Goudale;Speciality beer (Higher than 7 ABV);Silver Medal;Plata;Beer;BeerStyle;;Francia
7079;Brussels Beer Challenge;Bélgica;2018-10;2018;Brouwerij Het Anker;Gouden Carolus Cuvée van de Keizer Whisky Infused;Speciality beer (Higher than 7 ABV);Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
7080;Brussels Beer Challenge;Bélgica;2021-10;2021;Brouwerij Het Anker;Gouden Carolus Whisky Infused;Speciality beer (Higher than 7 ABV);Gold Medal;Oro;Beer;BeerStyle;;Bélgica
7081;Brussels Beer Challenge;Bélgica;2023-10;2023;Brouwerij Het Anker;Gouden Carolus Whisky Infused;Speciality beer (Higher than 7 ABV);Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
7082;Brussels Beer Challenge;Bélgica;2024-10;2024;Brouwerij Het Anker;Gouden Carolus Whisky Infused;Speciality beer (Higher than 7 ABV);Gold Medal;Oro;Beer;BeerStyle;;Bélgica
7083;Brussels Beer Challenge;Bélgica;2025-10;2025;Brouwerij Het Anker;Gouden Carolus Whisky Infused;Speciality beer (Higher than 7 ABV);Plata Medal;Plata;Beer;BeerStyle;;Bélgica
7084;Brussels Beer Challenge;Bélgica;2022-10;2022;Birrificio Toccalmatto;Grand Cru Noël;Speciality beer (Higher than 7 ABV);Bronze Medal;Bronce;Beer;BeerStyle;;Italia
7085;Brussels Beer Challenge;Bélgica;2025-10;2025;Lindemans nv;Gueuze Dark Cuvée René;Speciality beer (Higher than 7 ABV);Plata Medal;Plata;Beer;BeerStyle;;Bélgica
7086;Brussels Beer Challenge;Bélgica;2018-10;2018;Brouwerij Van Steenberge;Gulden Draak Brewmaster;Speciality beer (Higher than 7 ABV);Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
7087;Brussels Beer Challenge;Bélgica;2024-10;2024;Microbrasserie Pit Caribou;Kriek Porter;Speciality beer (Higher than 7 ABV);Silver Medal;Plata;Beer;BeerStyle;;Canadá
7088;Brussels Beer Challenge;Bélgica;2022-10;2022;Brouwerij de Molen;Kruid & Koek;Speciality beer (Higher than 7 ABV);Silver Medal;Plata;Beer;BeerStyle;;Países Bajos
7089;Brussels Beer Challenge;Bélgica;2025-10;2025;Vermeersch Brewery;Leplan B.9 Tripel+Vermout;Speciality beer (Higher than 7 ABV);Bronce Medal;Bronce;Beer;BeerStyle;;Bélgica
7090;Brussels Beer Challenge;Bélgica;2021-10;2021;Duvel Moortgat;Liefmans Kriek-Brut Xtra;Speciality beer (Higher than 7 ABV);Silver Medal;Plata;Beer;BeerStyle;;Bélgica
7091;Brussels Beer Challenge;Bélgica;2018-10;2018;Brouwerij Amai;ne Stoute Loemelaer Whisky infused;Speciality beer (Higher than 7 ABV);Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
7092;Brussels Beer Challenge;Bélgica;2023-10;2023;Far Yeast Brewing Company;Offtrail Trick Or Treat Yourself;Speciality beer (Higher than 7 ABV);Silver Medal;Plata;Beer;BeerStyle;;Japón
7093;Brussels Beer Challenge;Bélgica;2022-10;2022;Hoppin' Frog Brewing Co;Q.O.R.I.S. The Quasher Quadruple Oatmeal-Imperial Stout;Speciality beer (Higher than 7 ABV);Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
7094;Brussels Beer Challenge;Bélgica;2021-10;2021;Brasserie de l’Abbaye du Val-Dieu;Rader - The Belgian Gin Beer;Speciality beer (Higher than 7 ABV);Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
7095;Brussels Beer Challenge;Bélgica;2019-10;2019;Brasserie de la Vallee de Chevreuse;Rotten Skull Prune Imperial Stout;Speciality beer (Higher than 7 ABV);Bronze Medal;Bronce;Beer;BeerStyle;;Francia
7096;Brussels Beer Challenge;Bélgica;2018-10;2018;Saranac Brewery / FX Matt Brewing Co.;Saranac Varick Street Stout;Speciality beer (Higher than 7 ABV);Silver Medal;Plata;Beer;BeerStyle;;EEUU
7097;Brussels Beer Challenge;Bélgica;2025-10;2025;Brasserie de Silly;Silly Scotch;Speciality beer (Higher than 7 ABV);Oro Medal;Oro;Beer;BeerStyle;;Bélgica
7098;Brussels Beer Challenge;Bélgica;2018-10;2018;HopSaSam;Stouten Blackie;Speciality beer (Higher than 7 ABV);Gold Medal;Oro;Beer;BeerStyle;;Bélgica
7099;Brussels Beer Challenge;Bélgica;2024-10;2024;Cervejas Daoravida;Terminus 2024;Speciality beer (Higher than 7 ABV);Bronze Medal;Bronce;Beer;BeerStyle;;Brasil
7100;Brussels Beer Challenge;Bélgica;2020-10;2020;Birrificio Lambrate;Tiramisù Imperial Stout;Speciality beer (Higher than 7 ABV);Silver Medal;Plata;Beer;BeerStyle;;Italia
7101;Brussels Beer Challenge;Bélgica;2022-10;2022;Brouwerij Het Anker;Gouden Carolus Whisky Infused;Speciality beer (Higher than 7 ABV)Best Beer 2022;Best of show;Oro;Beer;BeerPais;;Belgica
7102;Brussels Beer Challenge;Bélgica;2021-10;2021;Spring Valley Brewery;Afterdark;Speciality beer (Less than 7 ABV);Bronze Medal;Bronce;Beer;BeerStyle;;Japón
7103;Brussels Beer Challenge;Bélgica;2019-10;2019;NBeer Craft Brewing Co.;Barren Shower Champagne IPA;Speciality beer (Less than 7 ABV);Bronze Medal;Bronce;Beer;BeerStyle;;China
7104;Brussels Beer Challenge;Bélgica;2018-10;2018;Nbeer Craft Brewing Co.;Barren Shower IPA;Speciality beer (Less than 7 ABV);Gold Medal;Oro;Beer;BeerStyle;;China
7105;Brussels Beer Challenge;Bélgica;2022-10;2022;Vrijstaat Vanmol Brewing bv;Bloedarend - Belgian Raw Ale;Speciality beer (Less than 7 ABV);Silver Medal;Plata;Beer;BeerStyle;;Bélgica
7106;Brussels Beer Challenge;Bélgica;2022-10;2022;Davo Bieren Bv;Bordo;Speciality beer (Less than 7 ABV);Bronze Medal;Bronce;Beer;BeerStyle;;Países Bajos
7107;Brussels Beer Challenge;Bélgica;2023-10;2023;Quarter Celtic Brewpub;Capri-Derhosen;Speciality beer (Less than 7 ABV);Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
7108;Brussels Beer Challenge;Bélgica;2025-10;2025;Cervejaria Salva LTDA ME;Capuccino Gelado;Speciality beer (Less than 7 ABV);Plata Medal;Plata;Beer;BeerStyle;;Brasil
7109;Brussels Beer Challenge;Bélgica;2018-10;2018;Decum bvba;DECUM 6 - Our daily bread;Speciality beer (Less than 7 ABV);Bronze Medal;;Beer;BeerStyle;;Bélgica
7110;Brussels Beer Challenge;Bélgica;2019-10;2019;Brasserie de Hosdent;Entre Nous Blonde;Speciality beer (Less than 7 ABV);Bronze Medal;;Beer;BeerStyle;;Bélgica
7111;Brussels Beer Challenge;Bélgica;2022-10;2022;Lindemans nv;Faro Lindemans;Speciality beer (Less than 7 ABV);Gold Medal;Oro;Beer;BeerStyle;;Bélgica
7112;Brussels Beer Challenge;Bélgica;2024-10;2024;Lindemans nv;Faro-Lambic Lindemans;Speciality beer (Less than 7 ABV);Silver Medal;Plata;Beer;BeerStyle;;Bélgica
7113;Brussels Beer Challenge;Bélgica;2024-10;2024;Brouwerij de Molen B.V.;Fruit & Kruid;Speciality beer (Less than 7 ABV);Gold Medal;Oro;Beer;BeerStyle;;Países Bajos
7114;Brussels Beer Challenge;Bélgica;2020-10;2020;GraanGeluk;Gelders Graan Geluk;Speciality beer (Less than 7 ABV);Gold Medal;Oro;Beer;BeerStyle;;Países Bajos
7115;Brussels Beer Challenge;Bélgica;2025-10;2025;Guangxi Jiale Wine Co., Ltd.;Jasmine Lager;Speciality beer (Less than 7 ABV);Bronce Medal;Bronce;Beer;BeerStyle;;China
7116;Brussels Beer Challenge;Bélgica;2024-10;2024;Charles-Antoine HERBAUX;La Flaque Fractale;Speciality beer (Less than 7 ABV);Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
7117;Brussels Beer Challenge;Bélgica;2021-10;2021;Birrificio dell'Accademia - Fondazione San Nicolò;La Prima Cotta - Mild;Speciality beer (Less than 7 ABV);Gold Medal;Oro;Beer;BeerStyle;;Italia
7118;Brussels Beer Challenge;Bélgica;2020-10;2020;Bierbrouwerij de Koningshoeven B.V.;La Trappe Puur;Speciality beer (Less than 7 ABV);Silver Medal;Plata;Beer;BeerStyle;;Países Bajos
7119;Brussels Beer Challenge;Bélgica;2025-10;2025;Brouwerij 't IJ;Panja Paloma;Speciality beer (Less than 7 ABV);Oro Medal;Oro;Beer;BeerStyle;;Países Bajos
7120;Brussels Beer Challenge;Bélgica;2019-10;2019;PFriem Family Brewers;Pruim;Speciality beer (Less than 7 ABV);Gold Medal;Oro;Beer;BeerStyle;;EEUU
7121;Brussels Beer Challenge;Bélgica;2018-10;2018;Brouwerij Roman;Rebelse Strop;Speciality beer (Less than 7 ABV);Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
7122;Brussels Beer Challenge;Bélgica;2025-10;2025;Whitefrontier;Rule number 2 - Non Si Dice;Speciality beer (Less than 7 ABV);Bronce Medal;Bronce;Beer;BeerStyle;;Suiza
7123;Brussels Beer Challenge;Bélgica;2018-10;2018;PFriem Family Brewers;Sauvignon Blanc Barrel Aged Golden Ale;Speciality beer (Less than 7 ABV);Silver Medal;Plata;Beer;BeerStyle;;EEUU
7124;Brussels Beer Challenge;Bélgica;2022-10;2022;TarracoBierSommelier with Rustica Bufona Brewery;Síria Kveik Sumerian Ale;Speciality beer (Less than 7 ABV);Bronze Medal;Bronce;Beer;BeerStyle;;España
7125;Brussels Beer Challenge;Bélgica;2020-10;2020;Societe Brewing Company;The Harlot;Speciality beer (Less than 7 ABV);Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
7126;Brussels Beer Challenge;Bélgica;2023-10;2023;Far Yeast Brewing Company;The Headwaters Ipa;Speciality beer (Less than 7 ABV);Silver Medal;Plata;Beer;BeerStyle;;Japón
